股票代码,截止日期,发布需求次数,招聘人数,当年参与国家标准制定数量,当年参与行业标准制定数量,数字创新资质认定数量,数字发明专利授权量,累计参与国家级科技创新基地建设数量,数字化国家级奖项数量,管理层数字职务设立数,创新导向前瞻性,创新导向持续性,创新导向广度,创新导向强度,计划投资项目数,计划投资总金额,数字创新论文发表数量,纳税总额,每股社会贡献值,社会捐赠额,是否经第三方机构审验,是否参照GRI《可持续发展报告指南》,是否披露股东权益保护,是否披露债权人权益保护,是否披露职工权益保护,是否披露供应商权益保护,是否披露客户及消费者权益保护,是否披露环境和可持续发展,是否披露公共关系和社会公益事业,是否披露社会责任制度建设及改善措施,是否披露安全生产内容,是否披露公司存在的不足,公告披露意愿,审计师是否来自四大会计师事务所,供应链合作伙伴数量
000001,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.067946,,,0.0,1195300.0,0.0,1366.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,
000001,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,0.105903,,,0.0,1374600.0,0.0,1035.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,
000001,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.02206,,,1.0,1909800.0,0.0,154.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,
000001,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0.111972,,,1.0,2390000.0,0.0,552.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,
000001,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,0.203306,,,1.0,2309400.0,0.0,489.8333,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,
000001,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,5.0,0.16176,,,0.0,2274900.0,0.0,748.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,
000001,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,6.0,0.166791,,,0.0,2522000.0,0.0,9154.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
000001,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,4.0,0.133156,,,0.0,2415400.0,0.0,12196.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
000001,2022,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,5.0,0.141206,,,0.0,2760100.0,0.0,5822.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
000001,2023,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,5.0,0.160961,,,0.0,3111300.0,0.0,7397.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
000002,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.037039,,,3.0,2880000.0,0.0,2637.3,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
000002,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.010091,,,0.0,3230000.0,0.0,247.3,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
000002,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,,,0.0,0.0,0.0,9710.6,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
000002,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.022964,,,0.0,5660000.0,0.0,10350.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
000002,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,,,1.0,7628500.0,0.0,31200.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
000002,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,0.025669,,,0.0,0.0,0.0,43900.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
000002,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,0.035755,,,1.0,0.0,0.0,57900.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
000002,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,0.046087,,,1.0,0.0,0.0,28500.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
000002,2022,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,2.0,0.023763,,,2.0,0.0,0.0,12000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
000002,2023,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,2.0,0.022967,,,1.0,5337000.0,0.0,11696.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
000004,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,1.0
000004,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000004,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,1.0
000004,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.085383,,,0.0,,,,,,,,,,,,,,,,,,
000004,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.164684,,,0.0,,,,,,,,,,,,,,,,,,
000004,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.362416,,,0.0,,,,,,,,,,,,,,,,,,
000004,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,0.311575,,,0.0,,,,,,,,,,,,,,,,,,
000004,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0.2,,,0.0,,,,,,,,,,,,,,,,,,
000004,2022,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,0.205412,,,0.0,,,,,,,,,,,,,,,,,,
000004,2023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,5.0,0.255638,,,0.0,,,,,,,,,,,,,,,,,,
000005,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000005,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.063649,,,0.0,,,,,,,,,,,,,,,,,,
000005,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.089293,,,0.0,,,,,,,,,,,,,,,,,,
000005,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.037253,,,0.0,,,,,,,,,,,,,,,,,,
000005,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.026631,,,0.0,,,,,,,,,,,,,,,,,,
000005,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.029075,,,0.0,,,,,,,,,,,,,,,,,,1.0
000005,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.046904,,,0.0,,,,,,,,,,,,,,,,,,1.0
000005,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,1.0
000005,2022,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000006,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,,,0.0,38030.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
000006,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,,,0.0,47669.0,0.0,9.36,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
000006,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,,,0.0,52313.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,
000006,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.042686,,,0.0,64969.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
000006,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,,,0.0,38082.01,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
000006,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,,,0.0,80000.0,0.0,510.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
000006,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,,,0.0,70475.0,0.0,1000.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
000006,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,,,0.0,73100.0,0.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
000006,2022,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,1.0,0.041331,,,0.0,114000.0,0.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
000006,2023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
000007,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.061162,,,0.0,,,,,,,,,,,,,,,,,,
000007,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.127368,,,0.0,,,,,,,,,,,,,,,,,,
000007,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.096262,,,0.0,,,,,,,,,,,,,,,,,,
000007,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.080085,,,0.0,,,,,,,,,,,,,,,,,,2.0
000007,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,2.0
000007,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000007,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000007,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000007,2022,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,1.0,0.036785,,,0.0,,,,,,,,,,,,,,,,,,
000007,2023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000008,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000008,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.143722,1.0,20000000.0,0.0,,,,,,,,,,,,,,,,,,
000008,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.116384,,,0.0,,,,,,,,,,,,,,,,,,
000008,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0.290227,,,0.0,,,,,,,,,,,,,,,,,,
000008,2018,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,7.0,0.174985,,,0.0,,,,,,,,,,,,,,,,,,
000008,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,0.206795,,,0.0,,,,,,,,,,,,,,,,,,
000008,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,0.233874,,,0.0,,,,,,,,,,,,,,,,,,
000008,2021,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,4.0,0.143629,,,0.0,,,,,,,,,,,,,,,,,,
000008,2022,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,2.0,0.112427,,,0.0,0.0,0.0,175.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
000008,2023,33.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,2.0,0.066306,,,0.0,21400.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
000009,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.059382,,,0.0,40438.68,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
000009,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.153689,,,0.0,4023.4,0.0,330.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,
000009,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.318515,,,0.0,8987.46,0.0,659.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
000009,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.118924,,,0.0,2293.53,0.0,10.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,
000009,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,,,0.0,1109.74,0.0,20.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,
000009,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,
000009,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,,,0.0,1168.0,0.0,2300000.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
000009,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,3.0,0.070394,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
000009,2022,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,0.01588,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
000009,2023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,2.0,0.045218,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
000010,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000010,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000010,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000010,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,1.0
000010,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000010,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000010,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,
000010,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,1.0
000010,2022,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000010,2023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000011,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000011,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.220573,,,0.0,,,,,,,,,,,,,,,,,,
000011,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000011,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.044643,,,0.0,,,,,,,,,,,,,,,,,,1.0
000011,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000011,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,1.0
000011,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.023914,,,0.0,,,,,,,,,,,,,,,,,,2.0
000011,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.02173,,,0.0,,,,,,,,,,,,,,,,,,
000011,2022,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,0.042971,,,0.0,60000.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
000011,2023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,0.069695,,,0.0,28100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
000012,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,58500.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
000012,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,53429.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,
000012,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.039397,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,
000012,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.049291,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
000012,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.116982,,,0.0,0.0,0.0,30.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
000012,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.078217,,,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
000012,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,0.078947,,,0.0,0.0,0.0,1500.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
000012,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,3.0,0.082729,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
000012,2022,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,3.0,0.078121,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
000012,2023,53.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,3.0,0.094639,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,
000014,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000014,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000014,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000014,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000014,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000014,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000014,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000014,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000014,2022,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,12822.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,
000014,2023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,314.18,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
000016,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.028755,,,1.0,,,,,,,,,,,,,,,,,,
000016,2015,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,6.0,3.0,0.171821,,,4.0,,,,,,,,,,,,,,,,,,
000016,2016,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,7.0,2.0,0.099249,,,0.0,,,,,,,,,,,,,,,,,,
000016,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,3.0,0.110506,,,0.0,,,,,,,,,,,,,,,,,,
000016,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,3.0,0.140292,,,6.0,,,,,,,,,,,,,,,,,,
000016,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,3.0,0.144844,,,3.0,,,,,,,,,,,,,,,,,,
000016,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,4.0,0.189994,,,3.0,,,,,,,,,,,,,,,,,,
000016,2021,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,5.0,0.23751,,,3.0,,,,,,,,,,,,,,,,,,
000016,2022,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,5.0,0.240945,,,6.0,71500.0,0.0,40.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
000016,2023,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,5.0,0.182545,,,7.0,54500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
000017,2014,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000017,2015,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
000017,2016,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.074129,,,0.0,,,,,,,,,,,,,,,,,,
000017,2017,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.072307,,,0.0,,,,,,,,,,,,,,,,,,
000017,2018,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.067454,,,0.0,,,,,,,,,,,,,,,,,,
000017,2019,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.05685,,,0.0,,,,,,,,,,,,,,,,,,
000017,2020,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.049813,,,0.0,,,,,,,,,,,,,,,,,,
