,股票代码,股票简称,截止日期,行业名称,所属省份,股权性质
4097,300259,新天科技,2023,仪器仪表制造业,河南省,民营
4098,300260,新莱应材,2018,通用设备制造业,江苏省,外资
4099,300260,新莱应材,2019,通用设备制造业,江苏省,外资
4100,300260,新莱应材,2020,通用设备制造业,江苏省,外资
4101,300260,新莱应材,2021,通用设备制造业,江苏省,外资
4102,300260,新莱应材,2022,通用设备制造业,江苏省,外资
4103,300260,新莱应材,2023,通用设备制造业,江苏省,外资
4104,300261,雅本化学,2018,化学原料和化学制品制造业,江苏省,其他
4105,300261,雅本化学,2019,化学原料和化学制品制造业,江苏省,其他
4106,300261,雅本化学,2020,化学原料和化学制品制造业,江苏省,其他
4107,300261,雅本化学,2021,化学原料和化学制品制造业,江苏省,其他
4108,300261,雅本化学,2022,化学原料和化学制品制造业,江苏省,其他
4109,300261,雅本化学,2023,化学原料和化学制品制造业,江苏省,其他
4110,300263,隆华科技,2018,通用设备制造业,河南省,民营
4111,300263,隆华科技,2019,通用设备制造业,河南省,民营
4112,300263,隆华科技,2020,通用设备制造业,河南省,民营
4113,300263,隆华科技,2021,通用设备制造业,河南省,民营
4114,300263,隆华科技,2022,通用设备制造业,河南省,民营
4115,300263,隆华科技,2023,通用设备制造业,河南省,民营
4116,300265,通光线缆,2018,电气机械和器材制造业,江苏省,民营
4117,300265,通光线缆,2019,电气机械和器材制造业,江苏省,民营
4118,300265,通光线缆,2020,电气机械和器材制造业,江苏省,民营
4119,300265,通光线缆,2021,电气机械和器材制造业,江苏省,民营
4120,300265,通光线缆,2022,电气机械和器材制造业,江苏省,民营
4121,300265,通光线缆,2023,电气机械和器材制造业,江苏省,民营
4122,300267,尔康制药,2018,医药制造业,湖南省,民营
4123,300267,尔康制药,2019,医药制造业,湖南省,民营
4124,300267,尔康制药,2020,医药制造业,湖南省,民营
4125,300267,尔康制药,2021,医药制造业,湖南省,民营
4126,300267,尔康制药,2022,医药制造业,湖南省,民营
4127,300267,尔康制药,2023,医药制造业,湖南省,民营
4128,300272,开能健康,2018,电气机械和器材制造业,上海市,民营
4129,300272,开能健康,2019,电气机械和器材制造业,上海市,民营
4130,300272,开能健康,2020,电气机械和器材制造业,上海市,民营
4131,300272,开能健康,2021,电气机械和器材制造业,上海市,民营
4132,300272,开能健康,2022,电气机械和器材制造业,上海市,民营
4133,300272,开能健康,2023,电气机械和器材制造业,上海市,民营
4134,300274,阳光电源,2018,电气机械和器材制造业,安徽省,民营
4135,300274,阳光电源,2019,电气机械和器材制造业,安徽省,民营
4136,300274,阳光电源,2020,电气机械和器材制造业,安徽省,民营
4137,300274,阳光电源,2021,电气机械和器材制造业,安徽省,民营
4138,300274,阳光电源,2022,电气机械和器材制造业,安徽省,民营
4139,300274,阳光电源,2023,电气机械和器材制造业,安徽省,民营
4140,300276,三丰智能,2018,专用设备制造业,湖北省,民营
4141,300276,三丰智能,2019,专用设备制造业,湖北省,民营
4142,300276,三丰智能,2020,专用设备制造业,湖北省,民营
4143,300276,三丰智能,2021,专用设备制造业,湖北省,民营
4144,300276,三丰智能,2022,专用设备制造业,湖北省,民营
4145,300276,三丰智能,2023,专用设备制造业,湖北省,民营
4146,300281,金明精机,2018,专用设备制造业,广东省,民营
4147,300281,金明精机,2019,专用设备制造业,广东省,国企
4148,300281,金明精机,2020,专用设备制造业,广东省,国企
4149,300281,金明精机,2021,专用设备制造业,广东省,国企
4150,300281,金明精机,2022,专用设备制造业,广东省,国企
4151,300281,金明精机,2023,专用设备制造业,广东省,国企
4152,300283,温州宏丰,2018,电气机械和器材制造业,浙江省,民营
4153,300283,温州宏丰,2019,电气机械和器材制造业,浙江省,民营
4154,300283,温州宏丰,2020,电气机械和器材制造业,浙江省,民营
4155,300283,温州宏丰,2021,电气机械和器材制造业,浙江省,民营
4156,300283,温州宏丰,2022,电气机械和器材制造业,浙江省,民营
4157,300283,温州宏丰,2023,电气机械和器材制造业,浙江省,民营
4158,300285,国瓷材料,2018,化学原料和化学制品制造业,山东省,民营
4159,300285,国瓷材料,2019,化学原料和化学制品制造业,山东省,民营
4160,300285,国瓷材料,2020,化学原料和化学制品制造业,山东省,民营
4161,300285,国瓷材料,2021,化学原料和化学制品制造业,山东省,民营
4162,300285,国瓷材料,2022,化学原料和化学制品制造业,山东省,民营
4163,300285,国瓷材料,2023,化学原料和化学制品制造业,山东省,民营
4164,300286,安科瑞,2018,仪器仪表制造业,上海市,民营
4165,300286,安科瑞,2019,仪器仪表制造业,上海市,民营
4166,300286,安科瑞,2020,仪器仪表制造业,上海市,民营
4167,300286,安科瑞,2021,仪器仪表制造业,上海市,民营
4168,300286,安科瑞,2022,仪器仪表制造业,上海市,民营
4169,300286,安科瑞,2023,仪器仪表制造业,上海市,民营
4170,300289,利德曼,2018,医药制造业,北京市,国企
4171,300289,利德曼,2019,医药制造业,北京市,国企
4172,300289,利德曼,2020,医药制造业,北京市,国企
4173,300289,利德曼,2021,医药制造业,北京市,国企
4174,300289,利德曼,2022,医药制造业,北京市,国企
4175,300289,利德曼,2023,医药制造业,北京市,国企
4176,300293,蓝英装备,2018,专用设备制造业,辽宁省,民营
4177,300293,蓝英装备,2019,专用设备制造业,辽宁省,民营
4178,300293,蓝英装备,2020,专用设备制造业,辽宁省,民营
4179,300293,蓝英装备,2021,专用设备制造业,辽宁省,民营
4180,300293,蓝英装备,2022,专用设备制造业,辽宁省,民营
4181,300293,蓝英装备,2023,专用设备制造业,辽宁省,民营
4182,300294,博雅生物,2018,医药制造业,江西省,民营
4183,300294,博雅生物,2019,医药制造业,江西省,民营
4184,300294,博雅生物,2020,医药制造业,江西省,民营
4185,300294,博雅生物,2021,医药制造业,江西省,国企
4186,300294,博雅生物,2022,医药制造业,江西省,国企
4187,300294,博雅生物,2023,医药制造业,江西省,国企
4188,300298,三诺生物,2018,专用设备制造业,湖南省,民营
4189,300298,三诺生物,2019,专用设备制造业,湖南省,民营
4190,300298,三诺生物,2020,专用设备制造业,湖南省,民营
4191,300298,三诺生物,2021,专用设备制造业,湖南省,民营
4192,300298,三诺生物,2022,专用设备制造业,湖南省,民营
4193,300298,三诺生物,2023,专用设备制造业,湖南省,民营
4194,300304,云意电气,2018,汽车制造业,江苏省,民营
4195,300304,云意电气,2019,汽车制造业,江苏省,民营
4196,300304,云意电气,2020,汽车制造业,江苏省,民营
4197,300304,云意电气,2021,汽车制造业,江苏省,民营
4198,300304,云意电气,2022,汽车制造业,江苏省,民营
4199,300304,云意电气,2023,汽车制造业,江苏省,民营
4200,300305,裕兴股份,2018,橡胶和塑料制品业,江苏省,民营
4201,300305,裕兴股份,2019,橡胶和塑料制品业,江苏省,民营
4202,300305,裕兴股份,2020,橡胶和塑料制品业,江苏省,民营
4203,300305,裕兴股份,2021,橡胶和塑料制品业,江苏省,民营
4204,300305,裕兴股份,2022,橡胶和塑料制品业,江苏省,民营
4205,300305,裕兴股份,2023,橡胶和塑料制品业,江苏省,民营
4206,300306,远方信息,2018,仪器仪表制造业,浙江省,民营
4207,300306,远方信息,2019,仪器仪表制造业,浙江省,民营
4208,300306,远方信息,2020,仪器仪表制造业,浙江省,民营
4209,300306,远方信息,2021,仪器仪表制造业,浙江省,民营
4210,300306,远方信息,2022,仪器仪表制造业,浙江省,民营
4211,300306,远方信息,2023,仪器仪表制造业,浙江省,民营
4212,300307,慈星股份,2018,专用设备制造业,浙江省,民营
4213,300307,慈星股份,2019,专用设备制造业,浙江省,民营
4214,300307,慈星股份,2020,专用设备制造业,浙江省,民营
4215,300307,慈星股份,2021,专用设备制造业,浙江省,民营
4216,300307,慈星股份,2022,专用设备制造业,浙江省,民营
4217,300307,慈星股份,2023,专用设备制造业,浙江省,民营
4218,300314,戴维医疗,2018,专用设备制造业,浙江省,民营
4219,300314,戴维医疗,2019,专用设备制造业,浙江省,民营
4220,300314,戴维医疗,2020,专用设备制造业,浙江省,民营
4221,300314,戴维医疗,2021,专用设备制造业,浙江省,民营
4222,300314,戴维医疗,2022,专用设备制造业,浙江省,民营
4223,300314,戴维医疗,2023,专用设备制造业,浙江省,民营
4224,300316,晶盛机电,2018,专用设备制造业,浙江省,民营
4225,300316,晶盛机电,2019,专用设备制造业,浙江省,民营
4226,300316,晶盛机电,2020,专用设备制造业,浙江省,民营
4227,300316,晶盛机电,2021,专用设备制造业,浙江省,民营
4228,300316,晶盛机电,2022,专用设备制造业,浙江省,民营
4229,300316,晶盛机电,2023,专用设备制造业,浙江省,民营
4230,300317,珈伟新能,2018,电气机械和器材制造业,广东省,其他
4231,300317,珈伟新能,2019,电气机械和器材制造业,广东省,其他
4232,300317,珈伟新能,2020,电气机械和器材制造业,广东省,其他
4233,300317,珈伟新能,2021,电气机械和器材制造业,广东省,其他
4234,300317,珈伟新能,2022,电气机械和器材制造业,广东省,国企
4235,300317,珈伟新能,2023,电气机械和器材制造业,广东省,国企
4236,300318,博晖创新,2018,专用设备制造业,北京市,民营
4237,300318,博晖创新,2019,专用设备制造业,北京市,民营
4238,300318,博晖创新,2020,专用设备制造业,北京市,民营
4239,300318,博晖创新,2021,专用设备制造业,北京市,民营
4240,300318,博晖创新,2022,专用设备制造业,北京市,民营
4241,300318,博晖创新,2023,专用设备制造业,北京市,民营
4242,300320,海达股份,2018,橡胶和塑料制品业,江苏省,民营
4243,300320,海达股份,2019,橡胶和塑料制品业,江苏省,民营
4244,300320,海达股份,2020,橡胶和塑料制品业,江苏省,民营
4245,300320,海达股份,2021,橡胶和塑料制品业,江苏省,民营
4246,300320,海达股份,2022,橡胶和塑料制品业,江苏省,民营
4247,300320,海达股份,2023,橡胶和塑料制品业,江苏省,民营
4248,300321,同大股份,2018,橡胶和塑料制品业,山东省,民营
4249,300321,同大股份,2019,橡胶和塑料制品业,山东省,民营
4250,300321,同大股份,2020,橡胶和塑料制品业,山东省,民营
4251,300321,同大股份,2021,橡胶和塑料制品业,山东省,国企
4252,300321,同大股份,2022,橡胶和塑料制品业,山东省,国企
4253,300321,同大股份,2023,橡胶和塑料制品业,山东省,国企
4254,300328,宜安科技,2018,金属制品业,广东省,国企
4255,300328,宜安科技,2019,金属制品业,广东省,国企
4256,300328,宜安科技,2020,金属制品业,广东省,国企
4257,300328,宜安科技,2021,金属制品业,广东省,国企
4258,300328,宜安科技,2022,金属制品业,广东省,国企
4259,300328,宜安科技,2023,金属制品业,广东省,国企
4260,300329,海伦钢琴,2018,文教、工美、体育和娱乐用品制造业,浙江省,民营
4261,300329,海伦钢琴,2019,文教、工美、体育和娱乐用品制造业,浙江省,民营
4262,300329,海伦钢琴,2020,文教、工美、体育和娱乐用品制造业,浙江省,民营
4263,300329,海伦钢琴,2021,文教、工美、体育和娱乐用品制造业,浙江省,民营
4264,300329,海伦钢琴,2022,文教、工美、体育和娱乐用品制造业,浙江省,民营
4265,300329,海伦钢琴,2023,文教、工美、体育和娱乐用品制造业,浙江省,民营
4266,300337,银邦股份,2018,有色金属冶炼和压延加工业,江苏省,民营
4267,300337,银邦股份,2019,有色金属冶炼和压延加工业,江苏省,民营
4268,300337,银邦股份,2020,有色金属冶炼和压延加工业,江苏省,民营
4269,300337,银邦股份,2021,有色金属冶炼和压延加工业,江苏省,民营
4270,300337,银邦股份,2022,有色金属冶炼和压延加工业,江苏省,民营
4271,300337,银邦股份,2023,有色金属冶炼和压延加工业,江苏省,民营
4272,300341,麦克奥迪,2018,电气机械和器材制造业,福建省,外资
4273,300341,麦克奥迪,2019,电气机械和器材制造业,福建省,外资
4274,300341,麦克奥迪,2020,电气机械和器材制造业,福建省,外资
4275,300341,麦克奥迪,2021,电气机械和器材制造业,福建省,国企
4276,300341,麦克奥迪,2022,电气机械和器材制造业,福建省,国企
4277,300341,麦克奥迪,2023,仪器仪表制造业,福建省,国企
4278,300342,天银机电,2018,电气机械和器材制造业,江苏省,民营
4279,300342,天银机电,2019,电气机械和器材制造业,江苏省,国企
4280,300342,天银机电,2020,电气机械和器材制造业,江苏省,国企
4281,300342,天银机电,2021,电气机械和器材制造业,江苏省,国企
4282,300342,天银机电,2022,电气机械和器材制造业,江苏省,国企
4283,300342,天银机电,2023,通用设备制造业,江苏省,国企
4284,300345,红宇新材,2018,金属制品业,湖南省,民营
4285,300345,红宇新材,2019,金属制品业,湖南省,民营
4286,300345,华民股份,2020,金属制品业,湖南省,民营
4287,300345,华民股份,2021,金属制品业,湖南省,民营
4288,300345,华民股份,2022,金属制品业,湖南省,民营
4289,300345,华民股份,2023,金属制品业,湖南省,民营
4290,300354,东华测试,2018,仪器仪表制造业,江苏省,民营
4291,300354,东华测试,2019,仪器仪表制造业,江苏省,民营
4292,300354,东华测试,2020,仪器仪表制造业,江苏省,民营
4293,300354,东华测试,2021,仪器仪表制造业,江苏省,民营
4294,300354,东华测试,2022,仪器仪表制造业,江苏省,民营
4295,300354,东华测试,2023,仪器仪表制造业,江苏省,民营
4296,300357,我武生物,2018,医药制造业,浙江省,其他
4297,300357,我武生物,2019,医药制造业,浙江省,其他
4298,300357,我武生物,2020,医药制造业,浙江省,其他
4299,300357,我武生物,2021,医药制造业,浙江省,其他
4300,300357,我武生物,2022,医药制造业,浙江省,其他
4301,300357,我武生物,2023,医药制造业,浙江省,其他
4302,300358,楚天科技,2018,专用设备制造业,湖南省,民营
4303,300358,楚天科技,2019,专用设备制造业,湖南省,民营
4304,300358,楚天科技,2020,专用设备制造业,湖南省,民营
4305,300358,楚天科技,2021,专用设备制造业,湖南省,民营
4306,300358,楚天科技,2022,专用设备制造业,湖南省,民营
4307,300358,楚天科技,2023,专用设备制造业,湖南省,民营
4308,300360,炬华科技,2018,仪器仪表制造业,浙江省,民营
4309,300360,炬华科技,2019,仪器仪表制造业,浙江省,民营
4310,300360,炬华科技,2020,仪器仪表制造业,浙江省,民营
4311,300360,炬华科技,2021,仪器仪表制造业,浙江省,民营
4312,300360,炬华科技,2022,仪器仪表制造业,浙江省,民营
4313,300360,炬华科技,2023,仪器仪表制造业,浙江省,民营
4314,300363,博腾股份,2018,医药制造业,重庆市,民营
4315,300363,博腾股份,2019,医药制造业,重庆市,民营
4316,300363,博腾股份,2020,医药制造业,重庆市,民营
4317,300363,博腾股份,2021,医药制造业,重庆市,民营
4318,300363,博腾股份,2022,医药制造业,重庆市,民营
4319,300363,博腾股份,2023,医药制造业,重庆市,民营
4320,300371,汇中股份,2018,仪器仪表制造业,河北省,民营
4321,300371,汇中股份,2019,仪器仪表制造业,河北省,民营
4322,300371,汇中股份,2020,仪器仪表制造业,河北省,民营
4323,300371,汇中股份,2021,仪器仪表制造业,河北省,民营
4324,300371,汇中股份,2022,仪器仪表制造业,河北省,民营
4325,300371,汇中股份,2023,仪器仪表制造业,河北省,民营
4326,300374,恒通科技,2018,非金属矿物制品业,北京市,民营
4327,300374,恒通科技,2019,非金属矿物制品业,北京市,民营
4328,300374,中铁装配,2020,非金属矿物制品业,北京市,国企
4329,300374,中铁装配,2021,非金属矿物制品业,北京市,国企
4330,300374,中铁装配,2022,非金属矿物制品业,北京市,国企
4331,300374,中铁装配,2023,非金属矿物制品业,北京市,国企
4332,300375,鹏翎股份,2018,橡胶和塑料制品业,天津市,民营
4333,300375,鹏翎股份,2019,橡胶和塑料制品业,天津市,民营
4334,300375,鹏翎股份,2020,橡胶和塑料制品业,天津市,民营
4335,300375,鹏翎股份,2021,橡胶和塑料制品业,天津市,民营
4336,300375,鹏翎股份,2022,橡胶和塑料制品业,天津市,民营
4337,300375,鹏翎股份,2023,橡胶和塑料制品业,天津市,民营
4338,300381,溢多利,2018,食品制造业,广东省,民营
4339,300381,溢多利,2019,医药制造业,广东省,民营
4340,300381,溢多利,2020,医药制造业,广东省,民营
4341,300381,溢多利,2021,医药制造业,广东省,民营
4342,300381,溢多利,2022,医药制造业,广东省,民营
4343,300381,溢多利,2023,医药制造业,广东省,民营
4344,300382,斯莱克,2018,专用设备制造业,江苏省,外资
4345,300382,斯莱克,2019,专用设备制造业,江苏省,外资
4346,300382,斯莱克,2020,专用设备制造业,江苏省,外资
4347,300382,斯莱克,2021,专用设备制造业,江苏省,外资
4348,300382,斯莱克,2022,专用设备制造业,江苏省,外资
4349,300382,斯莱克,2023,专用设备制造业,江苏省,外资
4350,300385,雪浪环境,2018,专用设备制造业,江苏省,民营
4351,300385,雪浪环境,2019,专用设备制造业,江苏省,民营
4352,300385,雪浪环境,2020,专用设备制造业,江苏省,国企
4353,300385,雪浪环境,2021,专用设备制造业,江苏省,国企
4354,300385,雪浪环境,2022,专用设备制造业,江苏省,国企
4355,300385,雪浪环境,2023,专用设备制造业,江苏省,国企
4356,300387,富邦股份,2018,化学原料和化学制品制造业,湖北省,民营
4357,300387,富邦股份,2019,化学原料和化学制品制造业,湖北省,民营
4358,300387,富邦股份,2020,化学原料和化学制品制造业,湖北省,民营
4359,300387,富邦股份,2021,化学原料和化学制品制造业,湖北省,民营
4360,300387,富邦股份,2022,化学原料和化学制品制造业,湖北省,民营
4361,300387,富邦股份,2023,化学原料和化学制品制造业,湖北省,民营
4362,300391,康跃科技,2018,电气机械和器材制造业,山东省,民营
4363,300391,康跃科技,2019,电气机械和器材制造业,山东省,民营
4364,300391,康跃科技,2020,电气机械和器材制造业,山东省,民营
4365,300391,康跃科技,2021,电气机械和器材制造业,山东省,民营
4366,300391,长药控股,2022,电气机械和器材制造业,山东省,民营
4367,300391,长药控股,2023,医药制造业,湖北省,民营
4368,300395,菲利华,2018,非金属矿物制品业,湖北省,民营
4369,300395,菲利华,2019,非金属矿物制品业,湖北省,民营
4370,300395,菲利华,2020,非金属矿物制品业,湖北省,民营
4371,300395,菲利华,2021,非金属矿物制品业,湖北省,民营
4372,300395,菲利华,2022,非金属矿物制品业,湖北省,民营
4373,300395,菲利华,2023,非金属矿物制品业,湖北省,民营
4374,300396,迪瑞医疗,2018,专用设备制造业,吉林省,民营
4375,300396,迪瑞医疗,2019,专用设备制造业,吉林省,民营
4376,300396,迪瑞医疗,2020,专用设备制造业,吉林省,国企
4377,300396,迪瑞医疗,2021,专用设备制造业,吉林省,国企
4378,300396,迪瑞医疗,2022,专用设备制造业,吉林省,国企
4379,300396,迪瑞医疗,2023,专用设备制造业,吉林省,国企
4380,300398,飞凯材料,2018,化学原料和化学制品制造业,上海市,外资
4381,300398,飞凯材料,2019,化学原料和化学制品制造业,上海市,外资
4382,300398,飞凯材料,2020,化学原料和化学制品制造业,上海市,外资
4383,300398,飞凯材料,2021,化学原料和化学制品制造业,上海市,外资
4384,300398,飞凯材料,2022,化学原料和化学制品制造业,上海市,外资
4385,300398,飞凯材料,2023,化学原料和化学制品制造业,上海市,外资
4386,300400,劲拓股份,2018,专用设备制造业,广东省,民营
4387,300400,劲拓股份,2019,专用设备制造业,广东省,民营
4388,300400,劲拓股份,2020,专用设备制造业,广东省,民营
4389,300400,劲拓股份,2021,专用设备制造业,广东省,民营
4390,300400,劲拓股份,2022,专用设备制造业,广东省,民营
4391,300400,劲拓股份,2023,专用设备制造业,广东省,民营
4392,300401,花园生物,2018,食品制造业,浙江省,民营
4393,300401,花园生物,2019,食品制造业,浙江省,民营
4394,300401,花园生物,2020,食品制造业,浙江省,民营
4395,300401,花园生物,2021,食品制造业,浙江省,民营
4396,300401,花园生物,2022,食品制造业,浙江省,民营
4397,300401,花园生物,2023,食品制造业,浙江省,民营
4398,300402,宝色股份,2018,专用设备制造业,江苏省,国企
4399,300402,宝色股份,2019,专用设备制造业,江苏省,国企
4400,300402,宝色股份,2020,专用设备制造业,江苏省,国企
4401,300402,宝色股份,2021,专用设备制造业,江苏省,国企
4402,300402,宝色股份,2022,专用设备制造业,江苏省,国企
4403,300402,宝色股份,2023,专用设备制造业,江苏省,国企
4404,300403,汉宇集团,2018,电气机械和器材制造业,广东省,民营
4405,300403,汉宇集团,2019,电气机械和器材制造业,广东省,民营
4406,300403,汉宇集团,2020,电气机械和器材制造业,广东省,民营
4407,300403,汉宇集团,2021,电气机械和器材制造业,广东省,民营
4408,300403,汉宇集团,2022,电气机械和器材制造业,广东省,民营
4409,300403,汉宇集团,2023,电气机械和器材制造业,广东省,民营
4410,300405,科隆股份,2018,化学原料和化学制品制造业,辽宁省,民营
4411,300405,科隆股份,2019,化学原料和化学制品制造业,辽宁省,民营
4412,300405,科隆股份,2020,化学原料和化学制品制造业,辽宁省,民营
4413,300405,科隆股份,2021,化学原料和化学制品制造业,辽宁省,民营
4414,300405,科隆股份,2022,化学原料和化学制品制造业,辽宁省,民营
4415,300405,科隆股份,2023,化学原料和化学制品制造业,辽宁省,民营
4416,300407,凯发电气,2018,电气机械和器材制造业,天津市,民营
4417,300407,凯发电气,2019,电气机械和器材制造业,天津市,民营
4418,300407,凯发电气,2020,电气机械和器材制造业,天津市,民营
4419,300407,凯发电气,2021,电气机械和器材制造业,天津市,民营
4420,300407,凯发电气,2022,电气机械和器材制造业,天津市,民营
4421,300407,凯发电气,2023,铁路、船舶、航空航天和其他运输设备制造业,天津市,民营
4422,300410,正业科技,2018,专用设备制造业,广东省,民营
4423,300410,正业科技,2019,专用设备制造业,广东省,民营
4424,300410,正业科技,2020,专用设备制造业,广东省,民营
4425,300410,正业科技,2021,专用设备制造业,广东省,国企
4426,300410,正业科技,2022,专用设备制造业,广东省,国企
4427,300410,正业科技,2023,专用设备制造业,广东省,国企
4428,300412,迦南科技,2018,专用设备制造业,浙江省,民营
4429,300412,迦南科技,2019,专用设备制造业,浙江省,民营
4430,300412,迦南科技,2020,专用设备制造业,浙江省,民营
4431,300412,迦南科技,2021,专用设备制造业,浙江省,民营
4432,300412,迦南科技,2022,专用设备制造业,浙江省,民营
4433,300412,迦南科技,2023,专用设备制造业,浙江省,民营
4434,300415,伊之密,2018,专用设备制造业,广东省,其他
4435,300415,伊之密,2019,专用设备制造业,广东省,其他
4436,300415,伊之密,2020,专用设备制造业,广东省,其他
4437,300415,伊之密,2021,专用设备制造业,广东省,其他
4438,300415,伊之密,2022,专用设备制造业,广东省,其他
4439,300415,伊之密,2023,专用设备制造业,广东省,其他
4440,300417,南华仪器,2018,仪器仪表制造业,广东省,民营
4441,300417,南华仪器,2019,仪器仪表制造业,广东省,民营
4442,300417,南华仪器,2020,仪器仪表制造业,广东省,民营
4443,300417,南华仪器,2021,仪器仪表制造业,广东省,民营
4444,300417,南华仪器,2022,仪器仪表制造业,广东省,民营
4445,300417,南华仪器,2023,仪器仪表制造业,广东省,民营
4446,300420,五洋停车,2018,通用设备制造业,江苏省,民营
4447,300420,五洋停车,2019,通用设备制造业,江苏省,民营
4448,300420,五洋停车,2020,通用设备制造业,江苏省,民营
4449,300420,五洋停车,2021,通用设备制造业,江苏省,民营
4450,300420,五洋停车,2022,通用设备制造业,江苏省,民营
4451,300420,五洋自控,2023,通用设备制造业,江苏省,民营
4452,300421,力星股份,2018,通用设备制造业,江苏省,民营
4453,300421,力星股份,2019,通用设备制造业,江苏省,民营
4454,300421,力星股份,2020,通用设备制造业,江苏省,民营
4455,300421,力星股份,2021,通用设备制造业,江苏省,民营
4456,300421,力星股份,2022,通用设备制造业,江苏省,民营
4457,300421,力星股份,2023,通用设备制造业,江苏省,民营
4458,300423,鲁亿通,2018,电气机械和器材制造业,山东省,民营
4459,300423,鲁亿通,2019,电气机械和器材制造业,山东省,民营
4460,300423,昇辉科技,2020,电气机械和器材制造业,山东省,民营
4461,300423,昇辉科技,2021,电气机械和器材制造业,山东省,民营
4462,300423,昇辉科技,2022,电气机械和器材制造业,山东省,民营
4463,300423,昇辉科技,2023,电气机械和器材制造业,山东省,民营
4464,300424,航新科技,2018,铁路、船舶、航空航天和其他运输设备制造业,广东省,民营
4465,300424,航新科技,2019,铁路、船舶、航空航天和其他运输设备制造业,广东省,民营
4466,300424,航新科技,2020,铁路、船舶、航空航天和其他运输设备制造业,广东省,民营
4467,300424,航新科技,2021,铁路、船舶、航空航天和其他运输设备制造业,广东省,民营
4468,300424,航新科技,2022,铁路、船舶、航空航天和其他运输设备制造业,广东省,民营
4469,300424,航新科技,2023,金属制品、机械和设备修理业,广东省,民营
4470,300425,环能科技,2018,专用设备制造业,四川省,民营
4471,300425,中建环能,2019,专用设备制造业,四川省,国企
4472,300425,中建环能,2020,专用设备制造业,四川省,国企
4473,300425,中建环能,2021,专用设备制造业,四川省,国企
4474,300425,中建环能,2022,专用设备制造业,四川省,国企
4475,300425,中建环能,2023,专用设备制造业,四川省,国企
4476,300428,四通新材,2018,有色金属冶炼和压延加工业,河北省,民营
4477,300428,四通新材,2019,汽车制造业,河北省,民营
4478,300428,四通新材,2020,汽车制造业,河北省,民营
4479,300428,立中集团,2021,汽车制造业,河北省,民营
4480,300428,立中集团,2022,汽车制造业,河北省,民营
4481,300428,立中集团,2023,有色金属冶炼和压延加工业,河北省,民营
4482,300429,强力新材,2018,化学原料和化学制品制造业,江苏省,民营
4483,300429,强力新材,2019,化学原料和化学制品制造业,江苏省,民营
4484,300429,强力新材,2020,化学原料和化学制品制造业,江苏省,民营
4485,300429,强力新材,2021,化学原料和化学制品制造业,江苏省,民营
4486,300429,强力新材,2022,化学原料和化学制品制造业,江苏省,民营
4487,300429,强力新材,2023,化学原料和化学制品制造业,江苏省,民营
4488,300430,诚益通,2018,仪器仪表制造业,北京市,民营
4489,300430,诚益通,2019,仪器仪表制造业,北京市,民营
4490,300430,诚益通,2020,仪器仪表制造业,北京市,民营
4491,300430,诚益通,2021,仪器仪表制造业,北京市,民营
4492,300430,诚益通,2022,仪器仪表制造业,北京市,民营
4493,300430,诚益通,2023,专用设备制造业,北京市,民营
4494,300432,富临精工,2018,汽车制造业,四川省,民营
4495,300432,富临精工,2019,汽车制造业,四川省,民营
4496,300432,富临精工,2020,汽车制造业,四川省,民营
4497,300432,富临精工,2021,汽车制造业,四川省,民营
4498,300432,富临精工,2022,汽车制造业,四川省,民营
4499,300432,富临精工,2023,汽车制造业,四川省,民营
4500,300434,金石东方,2018,医药制造业,四川省,民营
4501,300434,金石亚药,2019,医药制造业,四川省,民营
4502,300434,金石亚药,2020,医药制造业,四川省,民营
4503,300434,金石亚药,2021,医药制造业,四川省,民营
4504,300434,金石亚药,2022,医药制造业,四川省,民营
4505,300434,金石亚药,2023,医药制造业,四川省,民营
4506,300436,广生堂,2018,医药制造业,福建省,民营
4507,300436,广生堂,2019,医药制造业,福建省,民营
4508,300436,广生堂,2020,医药制造业,福建省,民营
4509,300436,广生堂,2021,医药制造业,福建省,民营
4510,300436,广生堂,2022,医药制造业,福建省,民营
4511,300436,广生堂,2023,医药制造业,福建省,民营
4512,300437,清水源,2018,化学原料和化学制品制造业,河南省,民营
4513,300437,清水源,2019,化学原料和化学制品制造业,河南省,民营
4514,300437,清水源,2020,化学原料和化学制品制造业,河南省,民营
4515,300437,清水源,2021,化学原料和化学制品制造业,河南省,民营
4516,300437,清水源,2022,化学原料和化学制品制造业,河南省,民营
4517,300437,清水源,2023,化学原料和化学制品制造业,河南省,民营
4518,300438,鹏辉能源,2018,电气机械和器材制造业,广东省,民营
4519,300438,鹏辉能源,2019,电气机械和器材制造业,广东省,民营
4520,300438,鹏辉能源,2020,电气机械和器材制造业,广东省,民营
4521,300438,鹏辉能源,2021,电气机械和器材制造业,广东省,民营
4522,300438,鹏辉能源,2022,电气机械和器材制造业,广东省,民营
4523,300438,鹏辉能源,2023,电气机械和器材制造业,广东省,民营
4524,300439,美康生物,2018,医药制造业,浙江省,民营
4525,300439,美康生物,2019,医药制造业,浙江省,民营
4526,300439,美康生物,2020,医药制造业,浙江省,民营
4527,300439,美康生物,2021,医药制造业,浙江省,民营
4528,300439,美康生物,2022,医药制造业,浙江省,民营
4529,300439,美康生物,2023,医药制造业,浙江省,民营
4530,300441,鲍斯股份,2018,通用设备制造业,浙江省,民营
4531,300441,鲍斯股份,2019,通用设备制造业,浙江省,民营
