,股票代码,股票简称,截止日期,行业名称,所属省份,股权性质
0,000012,南玻A,2018,非金属矿物制品业,广东省,民营
1,000012,南玻A,2019,非金属矿物制品业,广东省,民营
2,000012,南玻A,2020,非金属矿物制品业,广东省,民营
3,000012,南玻A,2021,非金属矿物制品业,广东省,民营
4,000012,南玻A,2022,非金属矿物制品业,广东省,民营
5,000012,南玻A,2023,非金属矿物制品业,广东省,民营
6,000030,富奥股份,2018,汽车制造业,吉林省,国企
7,000030,富奥股份,2019,汽车制造业,吉林省,国企
8,000030,富奥股份,2020,汽车制造业,吉林省,国企
9,000030,富奥股份,2021,汽车制造业,吉林省,国企
10,000030,富奥股份,2022,汽车制造业,吉林省,国企
11,000030,富奥股份,2023,汽车制造业,吉林省,国企
12,000039,中集集团,2018,金属制品业,广东省,国企
13,000039,中集集团,2019,金属制品业,广东省,国企
14,000039,中集集团,2020,金属制品业,广东省,国企
15,000039,中集集团,2021,金属制品业,广东省,国企
16,000039,中集集团,2022,金属制品业,广东省,国企
17,000039,中集集团,2023,金属制品业,广东省,国企
18,000049,德赛电池,2018,电气机械和器材制造业,广东省,国企
19,000049,德赛电池,2019,电气机械和器材制造业,广东省,国企
20,000049,德赛电池,2020,电气机械和器材制造业,广东省,国企
21,000049,德赛电池,2021,电气机械和器材制造业,广东省,国企
22,000049,德赛电池,2022,电气机械和器材制造业,广东省,国企
23,000049,德赛电池,2023,电气机械和器材制造业,广东省,国企
24,000055,方大集团,2018,金属制品业,广东省,民营
25,000055,方大集团,2019,金属制品业,广东省,民营
26,000055,方大集团,2020,金属制品业,广东省,民营
27,000055,方大集团,2021,金属制品业,广东省,民营
28,000055,方大集团,2022,金属制品业,广东省,民营
29,000055,方大集团,2023,金属制品业,广东省,民营
30,000059,华锦股份,2018,石油加工、炼焦和核燃料加工业,辽宁省,国企
31,000059,华锦股份,2019,石油加工、炼焦和核燃料加工业,辽宁省,国企
32,000059,华锦股份,2020,石油加工、炼焦和核燃料加工业,辽宁省,国企
33,000059,华锦股份,2021,石油加工、炼焦和核燃料加工业,辽宁省,国企
34,000059,华锦股份,2022,石油加工、炼焦和核燃料加工业,辽宁省,国企
35,000059,华锦股份,2023,石油加工、炼焦和核燃料加工业,辽宁省,国企
36,000060,中金岭南,2018,有色金属冶炼和压延加工业,广东省,国企
37,000060,中金岭南,2019,有色金属冶炼和压延加工业,广东省,国企
38,000060,中金岭南,2020,有色金属冶炼和压延加工业,广东省,国企
39,000060,中金岭南,2021,有色金属冶炼和压延加工业,广东省,国企
40,000060,中金岭南,2022,有色金属冶炼和压延加工业,广东省,国企
41,000060,中金岭南,2023,有色金属冶炼和压延加工业,广东省,国企
42,000153,丰原药业,2018,医药制造业,安徽省,民营
43,000153,丰原药业,2019,医药制造业,安徽省,民营
44,000153,丰原药业,2020,医药制造业,安徽省,民营
45,000153,丰原药业,2021,医药制造业,安徽省,民营
46,000153,丰原药业,2022,医药制造业,安徽省,民营
47,000153,丰原药业,2023,医药制造业,安徽省,民营
48,000333,美的集团,2018,电气机械和器材制造业,广东省,民营
49,000333,美的集团,2019,电气机械和器材制造业,广东省,民营
50,000333,美的集团,2020,电气机械和器材制造业,广东省,民营
51,000333,美的集团,2021,电气机械和器材制造业,广东省,民营
52,000333,美的集团,2022,电气机械和器材制造业,广东省,民营
53,000333,美的集团,2023,电气机械和器材制造业,广东省,民营
54,000338,潍柴动力,2018,汽车制造业,山东省,国企
55,000338,潍柴动力,2019,汽车制造业,山东省,国企
56,000338,潍柴动力,2020,汽车制造业,山东省,国企
57,000338,潍柴动力,2021,汽车制造业,山东省,国企
58,000338,潍柴动力,2022,汽车制造业,山东省,国企
59,000338,潍柴动力,2023,汽车制造业,山东省,国企
60,000400,许继电气,2018,电气机械和器材制造业,河南省,国企
61,000400,许继电气,2019,电气机械和器材制造业,河南省,国企
62,000400,许继电气,2020,电气机械和器材制造业,河南省,国企
63,000400,许继电气,2021,电气机械和器材制造业,河南省,国企
64,000400,许继电气,2022,电气机械和器材制造业,河南省,国企
65,000400,许继电气,2023,电气机械和器材制造业,河南省,国企
66,000401,冀东水泥,2018,非金属矿物制品业,河北省,国企
67,000401,冀东水泥,2019,非金属矿物制品业,河北省,国企
68,000401,冀东水泥,2020,非金属矿物制品业,河北省,国企
69,000401,冀东水泥,2021,非金属矿物制品业,河北省,国企
70,000401,冀东水泥,2022,非金属矿物制品业,河北省,国企
71,000401,冀东水泥,2023,非金属矿物制品业,河北省,国企
72,000404,长虹华意,2018,通用设备制造业,江西省,国企
73,000404,长虹华意,2019,通用设备制造业,江西省,国企
74,000404,长虹华意,2020,通用设备制造业,江西省,国企
75,000404,长虹华意,2021,通用设备制造业,江西省,国企
76,000404,长虹华意,2022,通用设备制造业,江西省,国企
77,000404,长虹华意,2023,通用设备制造业,江西省,国企
78,000423,东阿阿胶,2018,医药制造业,山东省,国企
79,000423,东阿阿胶,2019,医药制造业,山东省,国企
80,000423,东阿阿胶,2020,医药制造业,山东省,国企
81,000423,东阿阿胶,2021,医药制造业,山东省,国企
82,000423,东阿阿胶,2022,医药制造业,山东省,国企
83,000423,东阿阿胶,2023,医药制造业,山东省,国企
84,000425,徐工机械,2018,专用设备制造业,江苏省,国企
85,000425,徐工机械,2019,专用设备制造业,江苏省,国企
86,000425,徐工机械,2020,专用设备制造业,江苏省,国企
87,000425,徐工机械,2021,专用设备制造业,江苏省,国企
88,000425,徐工机械,2022,专用设备制造业,江苏省,国企
89,000425,徐工机械,2023,专用设备制造业,江苏省,国企
90,000488,晨鸣纸业,2018,造纸和纸制品业,山东省,国企
91,000488,晨鸣纸业,2019,造纸和纸制品业,山东省,国企
92,000488,晨鸣纸业,2020,造纸和纸制品业,山东省,国企
93,000488,晨鸣纸业,2021,造纸和纸制品业,山东省,国企
94,000488,晨鸣纸业,2022,造纸和纸制品业,山东省,国企
95,000488,晨鸣纸业,2023,造纸和纸制品业,山东省,国企
96,000510,金路集团,2018,化学原料和化学制品制造业,四川省,民营
97,000510,新金路,2019,化学原料和化学制品制造业,四川省,民营
98,000510,新金路,2020,化学原料和化学制品制造业,四川省,民营
99,000510,新金路,2021,化学原料和化学制品制造业,四川省,民营
100,000510,新金路,2022,化学原料和化学制品制造业,四川省,民营
101,000510,新金路,2023,化学原料和化学制品制造业,四川省,民营
102,000513,丽珠集团,2018,医药制造业,广东省,民营
103,000513,丽珠集团,2019,医药制造业,广东省,民营
104,000513,丽珠集团,2020,医药制造业,广东省,民营
105,000513,丽珠集团,2021,医药制造业,广东省,民营
106,000513,丽珠集团,2022,医药制造业,广东省,民营
107,000513,丽珠集团,2023,医药制造业,广东省,民营
108,000519,中兵红箭,2018,专用设备制造业,湖南省,国企
109,000519,中兵红箭,2019,专用设备制造业,湖南省,国企
110,000519,中兵红箭,2020,专用设备制造业,湖南省,国企
111,000519,中兵红箭,2021,专用设备制造业,湖南省,国企
112,000519,中兵红箭,2022,专用设备制造业,湖南省,国企
113,000519,中兵红箭,2023,专用设备制造业,湖南省,国企
114,000521,长虹美菱,2018,电气机械和器材制造业,安徽省,国企
115,000521,长虹美菱,2019,电气机械和器材制造业,安徽省,国企
116,000521,长虹美菱,2020,电气机械和器材制造业,安徽省,国企
117,000521,长虹美菱,2021,电气机械和器材制造业,安徽省,国企
118,000521,长虹美菱,2022,电气机械和器材制造业,安徽省,国企
119,000521,长虹美菱,2023,电气机械和器材制造业,安徽省,国企
120,000528,柳工,2018,专用设备制造业,广西壮族自治区,国企
121,000528,柳工,2019,专用设备制造业,广西壮族自治区,国企
122,000528,柳工,2020,专用设备制造业,广西壮族自治区,国企
123,000528,柳工,2021,专用设备制造业,广西壮族自治区,国企
124,000528,柳工,2022,专用设备制造业,广西壮族自治区,国企
125,000528,柳工,2023,专用设备制造业,广西壮族自治区,国企
126,000530,大冷股份,2018,通用设备制造业,辽宁省,外资
127,000530,冰山冷热,2019,通用设备制造业,辽宁省,国企
128,000530,冰山冷热,2020,通用设备制造业,辽宁省,国企
129,000530,冰山冷热,2021,通用设备制造业,辽宁省,国企
130,000530,冰山冷热,2022,通用设备制造业,辽宁省,国企
131,000530,冰山冷热,2023,通用设备制造业,辽宁省,国企
132,000533,顺钠股份,2018,电气机械和器材制造业,广东省,其他
133,000533,顺钠股份,2019,电气机械和器材制造业,广东省,其他
134,000533,顺钠股份,2020,电气机械和器材制造业,广东省,其他
135,000533,顺钠股份,2021,电气机械和器材制造业,广东省,其他
136,000533,顺钠股份,2022,电气机械和器材制造业,广东省,其他
137,000533,顺钠股份,2023,电气机械和器材制造业,广东省,其他
138,000538,云南白药,2018,医药制造业,云南省,国企
139,000538,云南白药,2019,医药制造业,云南省,国企
140,000538,云南白药,2020,医药制造业,云南省,国企
141,000538,云南白药,2021,医药制造业,云南省,国企
142,000538,云南白药,2022,医药制造业,云南省,国企
143,000538,云南白药,2023,医药制造业,云南省,国企
144,000541,佛山照明,2018,电气机械和器材制造业,广东省,国企
145,000541,佛山照明,2019,电气机械和器材制造业,广东省,国企
146,000541,佛山照明,2020,电气机械和器材制造业,广东省,国企
147,000541,佛山照明,2021,电气机械和器材制造业,广东省,国企
148,000541,佛山照明,2022,电气机械和器材制造业,广东省,国企
149,000541,佛山照明,2023,电气机械和器材制造业,广东省,国企
150,000545,金浦钛业,2018,化学原料和化学制品制造业,吉林省,民营
151,000545,金浦钛业,2019,化学原料和化学制品制造业,吉林省,民营
152,000545,金浦钛业,2020,化学原料和化学制品制造业,吉林省,民营
153,000545,金浦钛业,2021,化学原料和化学制品制造业,吉林省,民营
154,000545,金浦钛业,2022,化学原料和化学制品制造业,吉林省,民营
155,000545,金浦钛业,2023,化学原料和化学制品制造业,吉林省,民营
156,000550,江铃汽车,2018,汽车制造业,江西省,国企
157,000550,江铃汽车,2019,汽车制造业,江西省,国企
158,000550,江铃汽车,2020,汽车制造业,江西省,国企
159,000550,江铃汽车,2021,汽车制造业,江西省,国企
160,000550,江铃汽车,2022,汽车制造业,江西省,国企
161,000550,江铃汽车,2023,汽车制造业,江西省,国企
162,000553,安道麦A,2018,化学原料和化学制品制造业,湖北省,国企
163,000553,安道麦A,2019,化学原料和化学制品制造业,湖北省,国企
164,000553,安道麦A,2020,化学原料和化学制品制造业,湖北省,国企
165,000553,安道麦A,2021,化学原料和化学制品制造业,湖北省,国企
166,000553,安道麦A,2022,化学原料和化学制品制造业,湖北省,国企
167,000553,安道麦A,2023,化学原料和化学制品制造业,湖北省,国企
168,000565,渝三峡A,2018,化学原料和化学制品制造业,重庆市,国企
169,000565,渝三峡A,2019,化学原料和化学制品制造业,重庆市,国企
170,000565,渝三峡A,2020,化学原料和化学制品制造业,重庆市,国企
171,000565,渝三峡A,2021,化学原料和化学制品制造业,重庆市,国企
172,000565,渝三峡A,2022,化学原料和化学制品制造业,重庆市,国企
173,000565,渝三峡A,2023,化学原料和化学制品制造业,重庆市,国企
174,000566,海南海药,2018,医药制造业,海南省,民营
175,000566,海南海药,2019,医药制造业,海南省,民营
176,000566,海南海药,2020,医药制造业,海南省,国企
177,000566,海南海药,2021,医药制造业,海南省,国企
178,000566,海南海药,2022,医药制造业,海南省,国企
179,000566,海南海药,2023,医药制造业,海南省,国企
180,000568,泸州老窖,2018,酒、饮料和精制茶制造业,四川省,国企
181,000568,泸州老窖,2019,酒、饮料和精制茶制造业,四川省,国企
182,000568,泸州老窖,2020,酒、饮料和精制茶制造业,四川省,国企
183,000568,泸州老窖,2021,酒、饮料和精制茶制造业,四川省,国企
184,000568,泸州老窖,2022,酒、饮料和精制茶制造业,四川省,国企
185,000568,泸州老窖,2023,酒、饮料和精制茶制造业,四川省,国企
186,000570,苏常柴A,2018,通用设备制造业,江苏省,国企
187,000570,苏常柴A,2019,通用设备制造业,江苏省,国企
188,000570,苏常柴A,2020,通用设备制造业,江苏省,国企
189,000570,苏常柴A,2021,通用设备制造业,江苏省,国企
190,000570,苏常柴A,2022,通用设备制造业,江苏省,国企
191,000570,苏常柴A,2023,通用设备制造业,江苏省,国企
192,000581,威孚高科,2018,汽车制造业,江苏省,国企
193,000581,威孚高科,2019,汽车制造业,江苏省,国企
194,000581,威孚高科,2020,汽车制造业,江苏省,国企
195,000581,威孚高科,2021,汽车制造业,江苏省,国企
196,000581,威孚高科,2022,汽车制造业,江苏省,国企
197,000581,威孚高科,2023,汽车制造业,江苏省,国企
198,000589,黔轮胎A,2018,橡胶和塑料制品业,贵州省,国企
199,000589,贵州轮胎,2019,橡胶和塑料制品业,贵州省,国企
200,000589,贵州轮胎,2020,橡胶和塑料制品业,贵州省,国企
201,000589,贵州轮胎,2021,橡胶和塑料制品业,贵州省,国企
202,000589,贵州轮胎,2022,橡胶和塑料制品业,贵州省,国企
203,000589,贵州轮胎,2023,橡胶和塑料制品业,贵州省,国企
204,000590,启迪古汉,2018,医药制造业,湖南省,国企
205,000590,启迪古汉,2019,医药制造业,湖南省,国企
206,000590,启迪药业,2020,医药制造业,湖南省,其他
207,000590,启迪药业,2021,医药制造业,湖南省,国企
208,000590,启迪药业,2022,医药制造业,湖南省,国企
209,000590,启迪药业,2023,医药制造业,湖南省,国企
210,000596,古井贡酒,2018,酒、饮料和精制茶制造业,安徽省,国企
211,000596,古井贡酒,2019,酒、饮料和精制茶制造业,安徽省,国企
212,000596,古井贡酒,2020,酒、饮料和精制茶制造业,安徽省,国企
213,000596,古井贡酒,2021,酒、饮料和精制茶制造业,安徽省,国企
214,000596,古井贡酒,2022,酒、饮料和精制茶制造业,安徽省,国企
215,000596,古井贡酒,2023,酒、饮料和精制茶制造业,安徽省,国企
216,000597,东北制药,2018,医药制造业,辽宁省,民营
217,000597,东北制药,2019,医药制造业,辽宁省,民营
218,000597,东北制药,2020,医药制造业,辽宁省,民营
219,000597,东北制药,2021,医药制造业,辽宁省,民营
220,000597,东北制药,2022,医药制造业,辽宁省,民营
221,000597,东北制药,2023,医药制造业,辽宁省,民营
222,000599,青岛双星,2018,橡胶和塑料制品业,山东省,国企
223,000599,青岛双星,2019,橡胶和塑料制品业,山东省,国企
224,000599,青岛双星,2020,橡胶和塑料制品业,山东省,国企
225,000599,青岛双星,2021,橡胶和塑料制品业,山东省,国企
226,000599,青岛双星,2022,橡胶和塑料制品业,山东省,国企
227,000599,青岛双星,2023,橡胶和塑料制品业,山东省,国企
228,000619,海螺型材,2018,橡胶和塑料制品业,安徽省,国企
229,000619,海螺型材,2019,橡胶和塑料制品业,安徽省,国企
230,000619,海螺型材,2020,橡胶和塑料制品业,安徽省,国企
231,000619,海螺型材,2021,橡胶和塑料制品业,安徽省,国企
232,000619,海螺新材,2022,橡胶和塑料制品业,安徽省,国企
233,000619,海螺新材,2023,橡胶和塑料制品业,安徽省,国企
234,000623,吉林敖东,2018,医药制造业,吉林省,民营
235,000623,吉林敖东,2019,医药制造业,吉林省,民营
236,000623,吉林敖东,2020,医药制造业,吉林省,民营
237,000623,吉林敖东,2021,医药制造业,吉林省,民营
238,000623,吉林敖东,2022,医药制造业,吉林省,民营
239,000623,吉林敖东,2023,医药制造业,吉林省,民营
240,000625,长安汽车,2018,汽车制造业,重庆市,国企
241,000625,长安汽车,2019,汽车制造业,重庆市,国企
242,000625,长安汽车,2020,汽车制造业,重庆市,国企
243,000625,长安汽车,2021,汽车制造业,重庆市,国企
244,000625,长安汽车,2022,汽车制造业,重庆市,国企
245,000625,长安汽车,2023,汽车制造业,重庆市,国企
246,000630,铜陵有色,2018,有色金属冶炼和压延加工业,安徽省,国企
247,000630,铜陵有色,2019,有色金属冶炼和压延加工业,安徽省,国企
248,000630,铜陵有色,2020,有色金属冶炼和压延加工业,安徽省,国企
249,000630,铜陵有色,2021,有色金属冶炼和压延加工业,安徽省,国企
250,000630,铜陵有色,2022,有色金属冶炼和压延加工业,安徽省,国企
251,000630,铜陵有色,2023,有色金属冶炼和压延加工业,安徽省,国企
252,000635,英力特,2018,化学原料和化学制品制造业,宁夏回族自治区,国企
253,000635,英力特,2019,化学原料和化学制品制造业,宁夏回族自治区,国企
254,000635,英力特,2020,化学原料和化学制品制造业,宁夏回族自治区,国企
255,000635,英力特,2021,化学原料和化学制品制造业,宁夏回族自治区,国企
256,000635,英力特,2022,化学原料和化学制品制造业,宁夏回族自治区,国企
257,000635,英力特,2023,化学原料和化学制品制造业,宁夏回族自治区,国企
258,000639,西王食品,2018,农副食品加工业,山东省,民营
259,000639,西王食品,2019,农副食品加工业,山东省,民营
260,000639,西王食品,2020,农副食品加工业,山东省,民营
261,000639,西王食品,2021,农副食品加工业,山东省,民营
262,000639,西王食品,2022,农副食品加工业,山东省,民营
263,000639,西王食品,2023,农副食品加工业,山东省,民营
264,000650,仁和药业,2018,医药制造业,江西省,民营
265,000650,仁和药业,2019,医药制造业,江西省,民营
266,000650,仁和药业,2020,医药制造业,江西省,民营
267,000650,仁和药业,2021,医药制造业,江西省,民营
268,000650,仁和药业,2022,医药制造业,江西省,民营
269,000650,仁和药业,2023,医药制造业,江西省,民营
270,000657,中钨高新,2018,有色金属冶炼和压延加工业,海南省,国企
271,000657,中钨高新,2019,有色金属冶炼和压延加工业,海南省,国企
272,000657,中钨高新,2020,有色金属冶炼和压延加工业,海南省,国企
273,000657,中钨高新,2021,有色金属冶炼和压延加工业,海南省,国企
274,000657,中钨高新,2022,有色金属冶炼和压延加工业,海南省,国企
275,000657,中钨高新,2023,金属制品业,海南省,国企
276,000659,珠海中富,2018,橡胶和塑料制品业,广东省,民营
277,000659,珠海中富,2019,橡胶和塑料制品业,广东省,民营
278,000659,珠海中富,2020,橡胶和塑料制品业,广东省,民营
279,000659,珠海中富,2021,橡胶和塑料制品业,广东省,民营
280,000659,珠海中富,2022,橡胶和塑料制品业,广东省,民营
281,000659,珠海中富,2023,橡胶和塑料制品业,广东省,民营
282,000661,长春高新,2018,医药制造业,吉林省,国企
283,000661,长春高新,2019,医药制造业,吉林省,国企
284,000661,长春高新,2020,医药制造业,吉林省,国企
285,000661,长春高新,2021,医药制造业,吉林省,国企
286,000661,长春高新,2022,医药制造业,吉林省,国企
287,000661,长春高新,2023,医药制造业,吉林省,国企
288,000672,上峰水泥,2018,非金属矿物制品业,甘肃省,民营
289,000672,上峰水泥,2019,非金属矿物制品业,甘肃省,民营
290,000672,上峰水泥,2020,非金属矿物制品业,甘肃省,民营
291,000672,上峰水泥,2021,非金属矿物制品业,甘肃省,民营
292,000672,上峰水泥,2022,非金属矿物制品业,甘肃省,民营
293,000672,上峰水泥,2023,非金属矿物制品业,甘肃省,民营
294,000677,恒天海龙,2018,化学纤维制造业,山东省,民营
295,000677,恒天海龙,2019,化学纤维制造业,山东省,民营
296,000677,恒天海龙,2020,化学纤维制造业,山东省,民营
297,000677,恒天海龙,2021,化学纤维制造业,山东省,民营
298,000677,恒天海龙,2022,化学纤维制造业,山东省,民营
299,000677,恒天海龙,2023,化学纤维制造业,山东省,民营
300,000678,襄阳轴承,2018,通用设备制造业,湖北省,民营
301,000678,襄阳轴承,2019,通用设备制造业,湖北省,民营
302,000678,襄阳轴承,2020,通用设备制造业,湖北省,民营
303,000678,襄阳轴承,2021,通用设备制造业,湖北省,民营
304,000678,襄阳轴承,2022,通用设备制造业,湖北省,民营
305,000678,襄阳轴承,2023,汽车制造业,湖北省,民营
306,000680,山推股份,2018,专用设备制造业,山东省,国企
307,000680,山推股份,2019,专用设备制造业,山东省,国企
308,000680,山推股份,2020,专用设备制造业,山东省,国企
309,000680,山推股份,2021,专用设备制造业,山东省,国企
310,000680,山推股份,2022,专用设备制造业,山东省,国企
311,000680,山推股份,2023,专用设备制造业,山东省,国企
312,000683,远兴能源,2018,化学原料和化学制品制造业,内蒙古自治区,民营
313,000683,远兴能源,2019,化学原料和化学制品制造业,内蒙古自治区,民营
314,000683,远兴能源,2020,化学原料和化学制品制造业,内蒙古自治区,民营
315,000683,远兴能源,2021,化学原料和化学制品制造业,内蒙古自治区,民营
316,000683,远兴能源,2022,化学原料和化学制品制造业,内蒙古自治区,民营
317,000683,远兴能源,2023,化学原料和化学制品制造业,内蒙古自治区,民营
318,000698,沈阳化工,2018,石油加工、炼焦和核燃料加工业,辽宁省,国企
319,000698,沈阳化工,2019,石油加工、炼焦和核燃料加工业,辽宁省,国企
320,000698,沈阳化工,2020,石油加工、炼焦和核燃料加工业,辽宁省,国企
321,000698,沈阳化工,2021,石油加工、炼焦和核燃料加工业,辽宁省,国企
322,000698,沈阳化工,2022,石油加工、炼焦和核燃料加工业,辽宁省,国企
323,000698,沈阳化工,2023,化学原料和化学制品制造业,辽宁省,国企
324,000700,模塑科技,2018,汽车制造业,江苏省,民营
325,000700,模塑科技,2019,汽车制造业,江苏省,民营
326,000700,模塑科技,2020,汽车制造业,江苏省,民营
327,000700,模塑科技,2021,汽车制造业,江苏省,民营
328,000700,模塑科技,2022,汽车制造业,江苏省,民营
329,000700,模塑科技,2023,汽车制造业,江苏省,民营
330,000702,正虹科技,2018,农副食品加工业,湖南省,国企
331,000702,正虹科技,2019,农副食品加工业,湖南省,国企
332,000702,正虹科技,2020,农副食品加工业,湖南省,国企
333,000702,正虹科技,2021,农副食品加工业,湖南省,国企
334,000702,正虹科技,2022,农副食品加工业,湖南省,国企
335,000702,正虹科技,2023,农副食品加工业,湖南省,国企
336,000703,恒逸石化,2018,化学纤维制造业,广西壮族自治区,民营
337,000703,恒逸石化,2019,化学纤维制造业,广西壮族自治区,民营
338,000703,恒逸石化,2020,化学纤维制造业,广西壮族自治区,民营
339,000703,恒逸石化,2021,化学纤维制造业,广西壮族自治区,民营
340,000703,恒逸石化,2022,化学纤维制造业,广西壮族自治区,民营
341,000703,恒逸石化,2023,化学纤维制造业,广西壮族自治区,民营
342,000708,大冶特钢,2018,黑色金属冶炼和压延加工业,湖北省,国企
343,000708,中信特钢,2019,黑色金属冶炼和压延加工业,湖北省,国企
344,000708,中信特钢,2020,黑色金属冶炼和压延加工业,湖北省,国企
345,000708,中信特钢,2021,黑色金属冶炼和压延加工业,湖北省,国企
346,000708,中信特钢,2022,黑色金属冶炼和压延加工业,湖北省,国企
347,000708,中信特钢,2023,黑色金属冶炼和压延加工业,湖北省,国企
348,000709,河钢股份,2018,黑色金属冶炼和压延加工业,河北省,国企
349,000709,河钢股份,2019,黑色金属冶炼和压延加工业,河北省,国企
350,000709,河钢股份,2020,黑色金属冶炼和压延加工业,河北省,国企
351,000709,河钢股份,2021,黑色金属冶炼和压延加工业,河北省,国企
352,000709,河钢股份,2022,黑色金属冶炼和压延加工业,河北省,国企
353,000709,河钢股份,2023,黑色金属冶炼和压延加工业,河北省,国企
354,000716,黑芝麻,2018,食品制造业,广西壮族自治区,民营
355,000716,黑芝麻,2019,食品制造业,广西壮族自治区,民营
356,000716,黑芝麻,2020,食品制造业,广西壮族自治区,民营
357,000716,黑芝麻,2021,食品制造业,广西壮族自治区,民营
358,000716,黑芝麻,2022,食品制造业,广西壮族自治区,民营
359,000716,黑芝麻,2023,食品制造业,广西壮族自治区,民营
360,000717,韶钢松山,2018,黑色金属冶炼和压延加工业,广东省,国企
361,000717,韶钢松山,2019,黑色金属冶炼和压延加工业,广东省,国企
362,000717,韶钢松山,2020,黑色金属冶炼和压延加工业,广东省,国企
363,000717,韶钢松山,2021,黑色金属冶炼和压延加工业,广东省,国企
364,000717,中南股份,2022,黑色金属冶炼和压延加工业,广东省,国企
365,000717,中南股份,2023,黑色金属冶炼和压延加工业,广东省,国企
366,000723,美锦能源,2018,石油加工、炼焦和核燃料加工业,山西省,民营
367,000723,美锦能源,2019,石油加工、炼焦和核燃料加工业,山西省,民营
368,000723,美锦能源,2020,石油加工、炼焦和核燃料加工业,山西省,民营
369,000723,美锦能源,2021,石油加工、炼焦和核燃料加工业,山西省,民营
370,000723,美锦能源,2022,石油加工、炼焦和核燃料加工业,山西省,民营
371,000723,美锦能源,2023,石油加工、炼焦和核燃料加工业,山西省,民营
372,000726,鲁泰A,2018,纺织业,山东省,民营
373,000726,鲁泰A,2019,纺织业,山东省,民营
374,000726,鲁泰A,2020,纺织业,山东省,民营
375,000726,鲁泰A,2021,纺织业,山东省,民营
376,000726,鲁泰A,2022,纺织业,山东省,民营
377,000726,鲁泰A,2023,纺织业,山东省,民营
378,000729,燕京啤酒,2018,酒、饮料和精制茶制造业,北京市,国企
379,000729,燕京啤酒,2019,酒、饮料和精制茶制造业,北京市,国企
380,000729,燕京啤酒,2020,酒、饮料和精制茶制造业,北京市,国企
381,000729,燕京啤酒,2021,酒、饮料和精制茶制造业,北京市,国企
382,000729,燕京啤酒,2022,酒、饮料和精制茶制造业,北京市,国企
383,000729,燕京啤酒,2023,酒、饮料和精制茶制造业,北京市,国企
384,000731,四川美丰,2018,化学原料和化学制品制造业,四川省,国企
385,000731,四川美丰,2019,化学原料和化学制品制造业,四川省,国企
386,000731,四川美丰,2020,化学原料和化学制品制造业,四川省,国企
387,000731,四川美丰,2021,化学原料和化学制品制造业,四川省,国企
388,000731,四川美丰,2022,化学原料和化学制品制造业,四川省,国企
389,000731,四川美丰,2023,化学原料和化学制品制造业,四川省,国企
390,000738,航发控制,2018,铁路、船舶、航空航天和其他运输设备制造业,江苏省,国企
391,000738,航发控制,2019,铁路、船舶、航空航天和其他运输设备制造业,江苏省,国企
392,000738,航发控制,2020,铁路、船舶、航空航天和其他运输设备制造业,江苏省,国企
393,000738,航发控制,2021,铁路、船舶、航空航天和其他运输设备制造业,江苏省,国企
394,000738,航发控制,2022,铁路、船舶、航空航天和其他运输设备制造业,江苏省,国企
395,000738,航发控制,2023,铁路、船舶、航空航天和其他运输设备制造业,江苏省,国企
396,000739,普洛药业,2018,医药制造业,浙江省,其他
397,000739,普洛药业,2019,医药制造业,浙江省,其他
398,000739,普洛药业,2020,医药制造业,浙江省,其他
399,000739,普洛药业,2021,医药制造业,浙江省,其他
400,000739,普洛药业,2022,医药制造业,浙江省,其他
401,000739,普洛药业,2023,医药制造业,浙江省,其他
402,000751,锌业股份,2018,有色金属冶炼和压延加工业,辽宁省,民营
403,000751,锌业股份,2019,有色金属冶炼和压延加工业,辽宁省,民营
404,000751,锌业股份,2020,有色金属冶炼和压延加工业,辽宁省,民营
405,000751,锌业股份,2021,有色金属冶炼和压延加工业,辽宁省,民营
406,000751,锌业股份,2022,有色金属冶炼和压延加工业,辽宁省,民营
407,000751,锌业股份,2023,有色金属冶炼和压延加工业,辽宁省,民营
408,000761,本钢板材,2018,黑色金属冶炼和压延加工业,辽宁省,国企
409,000761,本钢板材,2019,黑色金属冶炼和压延加工业,辽宁省,国企
410,000761,本钢板材,2020,黑色金属冶炼和压延加工业,辽宁省,国企
411,000761,本钢板材,2021,黑色金属冶炼和压延加工业,辽宁省,国企
412,000761,本钢板材,2022,黑色金属冶炼和压延加工业,辽宁省,国企
413,000761,本钢板材,2023,黑色金属冶炼和压延加工业,辽宁省,国企
414,000766,通化金马,2018,医药制造业,吉林省,民营
415,000766,通化金马,2019,医药制造业,吉林省,民营
416,000766,通化金马,2020,医药制造业,吉林省,民营
417,000766,通化金马,2021,医药制造业,吉林省,民营
418,000766,通化金马,2022,医药制造业,吉林省,民营
419,000766,通化金马,2023,医药制造业,吉林省,民营
420,000768,中航飞机,2018,铁路、船舶、航空航天和其他运输设备制造业,陕西省,国企
421,000768,中航飞机,2019,铁路、船舶、航空航天和其他运输设备制造业,陕西省,国企
422,000768,中航西飞,2020,铁路、船舶、航空航天和其他运输设备制造业,陕西省,国企
423,000768,中航西飞,2021,铁路、船舶、航空航天和其他运输设备制造业,陕西省,国企
424,000768,中航西飞,2022,铁路、船舶、航空航天和其他运输设备制造业,陕西省,国企
425,000768,中航西飞,2023,铁路、船舶、航空航天和其他运输设备制造业,陕西省,国企
426,000777,中核科技,2018,通用设备制造业,江苏省,国企
427,000777,中核科技,2019,通用设备制造业,江苏省,国企
