股票代码,股票简称,截止日期,行业代码,上市日期,所属省份,上市状态,wufei,zhaochenyv,yuanchun,lishouxi,固定资产数字化,无形资产数字化,数字技术应用z,互联网商业模式z,智能制造z,现代信息系统z,csmar
000301,东方市场,2014,44.0,2000-05-29,江苏省,正常上市,0.6931471805599453,0.6445360549103323,0.6337135614702154,0.11223002171637554,0.0,0.0,0.0,2.0,1.0,2.0,24.7725
000301,东方市场,2015,44.0,2000-05-29,江苏省,正常上市,1.6094379124341003,2.1573700799286897,3.1782945736434107,0.2605895012026348,0.0,0.00011124684353676645,0.0,7.0,1.0,8.0,31.9922
000301,东方市场,2016,44.0,2000-05-29,江苏省,正常上市,1.791759469228055,2.6665216049275986,2.6954177897574128,0.3908975867668592,0.0,0.00018975538299444386,2.0,10.0,0.0,6.0,34.4932
000301,东方市场,2017,44.0,2000-05-29,江苏省,正常上市,1.3862943611198906,2.521482171116686,3.8438071995118976,0.26061386864388864,0.0,0.000631964571764404,3.0,3.0,0.0,15.0,33.946
000301,东方盛虹,2018,28.0,2000-05-29,江苏省,正常上市,0.0,1.8470084782185747,3.1358885017421603,-5.0857208472144e-06,0.0,0.0010490625680692669,3.0,0.0,15.0,2.0,38.7096
000301,东方盛虹,2019,28.0,2000-05-29,江苏省,正常上市,0.6931471805599453,3.191959710926713,3.3533533533533535,0.11222729770401882,0.0,0.0005618985949566105,3.0,2.0,22.0,6.0,39.5454
000301,东方盛虹,2020,28.0,2000-05-29,江苏省,正常上市,1.0986122886681098,2.627760014410843,1.9044196909809556,0.24253696064911823,0.0,0.0003150311884564214,3.0,1.0,25.0,0.0,42.4747
000301,东方盛虹,2021,28.0,2000-05-29,江苏省,正常上市,0.6931471805599453,2.396489355682805,1.0311493018259934,0.13030712146523948,0.0,0.00027737910026792804,2.0,0.0,26.0,0.0,38.9325
000301,东方盛虹,2022,28.0,2000-05-29,江苏省,正常上市,0.6931471805599453,3.1115325912007914,1.3926499032882012,0.112228419233111,0.0,0.00033055396851191973,2.0,3.0,27.0,1.0,39.9944
000301,东方盛虹,2023,26.0,2000-05-29,江苏省,正常上市,1.9459101490553132,3.154470505097001,1.78491744756805,0.6036408779393588,0.0,0.0007959986607203759,3.0,2.0,28.0,1.0,38.9389
000333,美的集团,2014,38.0,2013-09-18,广东省,正常上市,3.58351893845611,9.786723207511512,5.318909172864548,1.4511753016504334,0.0,0.0,18.0,31.0,19.0,3.0,49.5128
000333,美的集团,2015,38.0,2013-09-18,广东省,正常上市,2.6390573296152584,3.5282028570666686,7.78816199376947,0.7943629048407987,0.0,0.0,2.0,12.0,14.0,0.0,61.6574
000333,美的集团,2016,38.0,2013-09-18,广东省,正常上市,2.4849066497880004,2.9750293187126697,5.962190984003877,0.870616543639054,0.0,0.0,6.0,7.0,10.0,1.0,55.5213
000333,美的集团,2017,38.0,2013-09-18,广东省,正常上市,3.4011973816621555,8.56265754800444,11.3061797752809,1.5999333989475957,0.0,0.0,38.0,12.0,14.0,1.0,64.0393
000333,美的集团,2018,38.0,2013-09-18,广东省,正常上市,3.5553480614894135,11.951985008639705,11.013615733736762,1.5868288217640043,0.0,0.0,34.0,29.0,23.0,3.0,64.0393
000333,美的集团,2019,38.0,2013-09-18,广东省,正常上市,3.4657359027997265,15.392570124189477,12.236105127100389,1.4537479327613088,0.0,0.0,47.0,32.0,33.0,6.0,64.0393
000333,美的集团,2020,38.0,2013-09-18,广东省,正常上市,3.8501476017100584,21.8135773192376,11.25769569041337,1.6153927379319666,0.0,0.0,60.0,38.0,39.0,22.0,64.0393
000333,美的集团,2021,38.0,2013-09-18,广东省,正常上市,4.663439094112067,25.573896779074623,14.746071509906628,2.4885177411521107,0.0,0.0,112.0,38.0,82.0,20.0,62.9637
000333,美的集团,2022,38.0,2013-09-18,广东省,正常上市,4.394449154672439,25.573896779074623,12.202647556484521,2.184047908280417,0.0,0.0,112.0,35.0,82.0,21.0,63.61
000333,美的集团,2023,38.0,2013-09-18,广东省,正常上市,4.060443010546419,25.573896779074623,12.265042528614932,1.8413273581061043,0.0,0.0,112.0,38.0,82.0,5.0,64.0393
